cluster_id,profile,age,income,education,wealth,debt,risk_tolerance,investment_horizon
0,Conservador,49.32758620689655,123687.2988505747,2.0804597701149423,448532.4655172414,61468.51724137931,4.218390804597702,10.14367816091955
1,Moderado,42.281879194630875,86431.06711409395,1.8657718120805369,289129.1744966443,124828.81879194631,5.8389261744966445,20.751677852348998
2,Agresivo,40.83050847457627,112756.98870056497,2.056497175141243,797011.7175141242,123574.47457627118,6.112994350282486,15.751412429378531
