date,AUDUSD=X,EURUSD=X,GBPUSD=X,USDCAD=X,USDJPY=X
2020-03-09,0.6613581776618958,1.1386020183563232,1.3099292516708374,1.362220048904419,103.93800354003906
2020-03-10,0.6597998738288879,1.1397960186004639,1.3075313568115234,1.3658000230789185,103.11199951171875
2020-03-11,0.6499098539352417,1.1316505670547485,1.2909722328186035,1.3731800317764282,105.0260009765625
2020-03-12,0.647939920425415,1.1261515617370605,1.2818212509155273,1.3773000240325928,104.55000305175781
2020-03-13,0.6274116039276123,1.1184931993484497,1.257023572921753,1.394279956817627,104.61000061035156
2020-03-16,0.6177682876586914,1.115536093711853,1.2399870157241821,1.3797800540924072,106.68800354003906
2020-03-17,0.6099420189857483,1.1163206100463867,1.2266627550125122,1.4010599851608276,106.17500305175781
2020-03-18,0.5992200374603271,1.101552128791809,1.2121652364730835,1.4239200353622437,107.37699890136719
2020-03-19,0.5809798836708069,1.0961546897888184,1.1625338792800903,1.4444999694824219,108.36000061035156
2020-03-20,0.5742902159690857,1.0657345056533813,1.149438500404358,1.4498200416564941,111.29100036621094
2020-03-23,0.5753309726715088,1.0694386959075928,1.162304162979126,1.4459400177001953,110.46199798583984
2020-03-24,0.5876600742340088,1.0764610767364502,1.1595547199249268,1.4476900100708008,110.8270034790039
2020-03-25,0.597550094127655,1.080263614654541,1.1792036294937134,1.4438999891281128,111.12000274658203
2020-03-26,0.5908098220825195,1.0889569520950317,1.1851149797439575,1.4217100143432617,110.8759994506836
2020-03-27,0.60791015625,1.1048258543014526,1.2200626134872437,1.4037400484085083,109.10900115966797
2020-03-30,0.618058443069458,1.113908290863037,1.245319128036499,1.4046900272369385,107.41300201416016
2020-03-31,0.6168993711471558,1.1030466556549072,1.2371643781661987,1.417870044708252,108.03500366210938
2020-04-01,0.6136998534202576,1.102657437324524,1.2408487796783447,1.4077999591827393,107.50800323486328
2020-04-02,0.6091395616531372,1.0953621864318848,1.238236665725708,1.4151400327682495,107.25700378417969
2020-04-03,0.6063215136528015,1.0847399234771729,1.2394952774047852,1.4129300117492676,108.0009994506836
2020-04-06,0.5994700789451599,1.0806955099105835,1.2220158576965332,1.4251999855041504,108.69300079345703
2020-04-07,0.6117599606513977,1.0803803205490112,1.2240501642227173,1.4112299680709839,109.11499786376953
2020-04-08,0.6152199506759644,1.0895144939422607,1.2338672876358032,1.4013999700546265,108.6510009765625
2020-04-09,0.6235308051109314,1.0863661766052246,1.23931086063385,1.40038001537323,108.9219970703125
2020-04-10,0.6332600712776184,1.0927408933639526,1.2454850673675537,1.39860999584198,108.56099700927734
2020-04-13,0.6335208415985107,1.0932666063308716,1.2461059093475342,1.39683997631073,108.33599853515625
