date,DIA,IVV,QQQ,SPY,VTI
2020-03-09,217.506103515625,254.20947265625,187.7296295166016,254.245361328125,128.3622283935547
2020-03-10,228.2118682861328,267.8543395996094,197.95159912109372,267.4013061523437,134.7293701171875
2020-03-11,214.8820343017578,254.82937622070312,189.32986450195312,254.36578369140625,127.9081039428711
2020-03-12,193.26084899902344,230.3056640625,171.9699249267578,230.02882385253903,115.47039031982422
2020-03-13,211.4834747314453,251.2030487060547,186.5367431640625,249.6931610107422,125.9803237915039
2020-03-16,184.49571228027344,222.1280517578125,164.19187927246094,222.3708038330078,111.64268493652344
2020-03-17,194.4999237060547,236.2538604736328,176.6444854736328,234.3770904541016,117.24059295654295
2020-03-18,181.6711578369141,223.09939575195312,171.27166748046875,222.50987243652344,110.48419189453124
2020-03-19,183.4205017089844,223.9226837158203,172.29965209960938,222.982666015625,111.29977416992188
2020-03-20,175.3711395263672,213.8394470214844,165.5496826171875,213.37342834472656,106.7584457397461
2020-03-23,170.09823608398438,207.8172149658203,165.66921997070312,207.9178466796875,103.7185287475586
2020-03-24,188.84161376953125,227.4564666748047,178.4982147216797,226.75587463378903,113.56118774414062
2020-03-25,193.7947998046875,230.3617248535156,177.17648315429688,230.15049743652344,115.12747192382812
2020-03-26,205.68418884277344,244.23167419433597,186.50657653808597,243.5889129638672,122.11672973632812
2020-03-27,197.7152862548828,236.66368103027344,180.09213256835938,236.3334503173828,118.22346496582033
2020-03-30,203.88380432128903,244.2223358154297,186.64273071289065,244.00852966308597,121.80938720703124
2020-03-31,200.34722900390625,240.5360565185547,185.0487823486328,240.3715057373047,120.06765747070312
2020-04-01,191.34559631347656,229.73802185058597,177.18617248535156,229.55360412597656,114.52580261230467
2020-04-02,195.53114318847656,235.12774658203125,180.7821502685547,234.85069274902344,116.9101791381836
2020-04-03,192.4605407714844,231.80458068847656,178.21633911132812,231.4561004638672,114.9169692993164
2020-04-06,207.0184326171875,247.42446899414065,190.95787048339844,247.00213623046875,122.9550323486328
2020-04-07,207.0823974609375,247.5269012451172,190.88015747070312,247.25390625,123.09474182128906
2020-04-08,214.14659118652344,255.988525390625,194.93296813964844,255.55386352539065,127.41646575927734
2020-04-09,216.7146148681641,259.8236083984375,195.21484375,259.4426574707031,129.80084228515625
2020-04-13,213.80844116210935,257.3290100097656,197.32383728027344,257.073974609375,128.25474548339844
2020-04-14,219.03582763671875,265.1388854980469,205.9056701660156,264.6558837890625,132.14801025390625
2020-04-15,214.83203125,259.3116455078125,203.54388427734372,259.0323486328125,129.04644775390625
2020-04-16,215.06961059570312,260.6893310546875,207.256591796875,260.281982421875,129.65179443359375
2020-04-17,221.6713714599609,267.6987609863281,209.2392425537109,267.3135986328125,133.3215789794922
2020-04-20,216.37722778320312,262.9327697753906,206.7609405517578,262.60418701171875,131.16070556640625
2020-04-21,210.5069122314453,254.9273681640625,199.13157653808597,254.6305084228516,127.09046936035156
2020-04-22,214.6673126220703,260.6986694335937,205.0406494140625,260.281982421875,129.95916748046875
2020-04-23,214.94161987304688,260.624267578125,204.60333251953125,260.2633361816406,129.97781372070312
2020-04-24,217.46519470214844,264.27325439453125,207.83001708984372,263.8910522460937,131.91513061523438
2020-04-27,220.6564178466797,268.2665710449219,209.50164794921875,267.6960144042969,134.2529754638672
2020-04-28,220.44607543945312,266.8237609863281,205.5557556152344,266.4649658203125,133.83383178710938
2020-04-29,225.34716796875,273.7960205078125,212.84500122070312,273.440673828125,137.62466430664062
2020-04-30,222.3937530517578,271.03131103515625,212.7574920654297,270.89471435546875,135.83639526367188
2020-05-01,216.96240234375,263.92877197265625,206.7609405517578,263.7232666015625,132.08277893066406
2020-05-04,217.09039306640625,264.9527893066406,209.1712188720703,264.4506225585937,132.58578491210938
2020-05-05,218.35223388671875,267.28924560546875,211.5426483154297,266.8939819335937,133.81524658203125
2020-05-06,216.57835388183597,265.5299072265625,212.84500122070312,265.0848388671875,133.07940673828125
2020-05-07,218.45278930664065,268.6761474609375,215.58572387695312,268.2835693359375,134.82115173339844
2020-05-08,222.7595367431641,273.1722412109375,218.540283203125,272.7225952148437,137.35455322265625
2020-05-11,221.7902374267578,273.1630249023437,220.4937744140625,272.778564453125,137.3731689453125
2020-05-12,217.6938934326172,267.59637451171875,215.87733459472656,267.34161376953125,134.44857788085938
2020-05-13,212.88427734375,263.0071716308594,213.1754302978516,262.61346435546875,131.74749755859375
2020-05-14,216.47775268554688,266.1535339355469,215.595458984375,265.7562866210937,133.1632537841797
2020-05-15,217.04763793945312,267.30780029296875,216.9949493408203,266.9779663085937,133.9642333984375
2020-05-18,225.31134033203125,275.57391357421875,221.0380401611328,275.1099548339844,138.40707397460938
2020-05-19,221.91238403320312,272.7347412109375,220.4840850830078,272.28436279296875,136.93544006347656
2020-05-20,225.128173828125,277.3891296386719,224.88674926757807,276.9098205566406,139.46885681152344
2020-05-21,224.4776763916016,275.3598022460937,222.4375762939453,274.9980773925781,138.6305694580078
2020-05-22,224.34942626953125,275.9183654785156,223.20538330078125,275.5202941894531,139.0217742919922
2020-05-26,229.2691192626953,279.4183654785156,222.60281372070312,278.91485595703125,140.95909118652344
2020-05-27,234.326416015625,283.49560546875,223.81765747070312,283.0647888183594,143.1851806640625
2020-05-28,233.02545166015625,282.9371032714844,223.5261383056641,282.5426330566406,142.69151306152344
2020-05-29,232.97044372558597,284.08209228515625,226.80142211914065,283.8016357421875,143.16656494140625
2020-06-01,233.8682861328125,285.4783630371094,227.48171997070312,284.9486083984375,144.13522338867188
