date,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD
2020-03-07,0.0489449985325336,20.179567337036133,8909.9541015625,237.85308837890625,0.2370709925889969
2020-03-08,0.0432909987866878,16.97406578063965,8108.1162109375,200.6890563964844,0.2069039940834045
2020-03-09,0.041482001543045,16.570743560791016,7923.64453125,201.986328125,0.2091809958219528
2020-03-10,0.0414949990808963,16.875654220581055,7909.7294921875,200.76724243164065,0.2122350037097931
2020-03-11,0.0396489985287189,16.52483367919922,7911.43017578125,194.8685302734375,0.2080959975719452
2020-03-12,0.0239610001444816,9.60016632080078,4970.7880859375,112.3471221923828,0.1396349966526031
2020-03-13,0.0284369997680187,10.833057403564451,5563.70703125,133.20181274414062,0.1593520045280456
2020-03-14,0.0260090008378028,10.140448570251465,5200.3662109375,123.30602264404295,0.1472920030355453
2020-03-15,0.0271199997514486,10.436017990112305,5392.31494140625,125.21430206298828,0.153901994228363
2020-03-16,0.0241209995001554,9.3860502243042,5014.47998046875,110.60587310791016,0.1410630047321319
2020-03-17,0.0252429991960525,10.07717514038086,5225.62939453125,113.9427490234375,0.1445239931344986
2020-03-18,0.0253359992057085,10.119136810302734,5238.4384765625,114.84226989746094,0.1430999934673309
2020-03-19,0.0304509997367858,12.279640197753906,6191.19287109375,136.59385681152344,0.1650370061397552
2020-03-20,0.0293680001050233,11.875866889953612,6198.7783203125,132.73716735839844,0.1568679958581924
2020-03-21,0.0294139999896287,12.057991027832031,6185.06640625,132.81871032714844,0.1581790000200271
2020-03-22,0.0270889997482299,11.158227920532228,5830.2548828125,123.32115173339844,0.1502140015363693
2020-03-23,0.0290820002555847,12.117714881896973,6416.31494140625,134.91160583496094,0.1574189960956573
2020-03-24,0.0301629994064569,12.401220321655272,6734.8037109375,138.76144409179688,0.1622550040483474
2020-03-25,0.0294380001723766,12.324299812316896,6681.06298828125,136.19589233398438,0.1616329997777938
2020-03-26,0.0307270009070634,13.217611312866213,6716.4404296875,138.36155700683594,0.1750189960002899
2020-03-27,0.0293010007590055,12.5232572555542,6469.79833984375,133.9379425048828,0.1761949956417083
2020-03-28,0.0297710001468658,12.193113327026367,6242.19384765625,130.9864959716797,0.1757829934358596
2020-03-29,0.0282489992678165,11.441221237182615,5922.04296875,125.58373260498048,0.1638289988040924
2020-03-30,0.0298730004578828,12.286843299865724,6429.841796875,132.904541015625,0.1721709966659546
2020-03-31,0.0305530000478029,12.581605911254885,6438.64453125,133.59356689453125,0.1745630055665969
2020-04-01,0.0308550000190734,12.741602897644045,6606.7763671875,135.63455200195312,0.1753229945898056
2020-04-02,0.0319840013980865,13.066638946533203,6793.62451171875,142.02914428710938,0.1786399930715561
2020-04-03,0.032294999808073,13.373007774353027,6733.38720703125,142.09130859375,0.1794669926166534
2020-04-04,0.0325049981474876,13.824527740478516,6867.52734375,145.21939086914062,0.1817319989204406
2020-04-05,0.0320030003786087,13.734115600585938,6791.12939453125,143.54664611816406,0.179406002163887
2020-04-06,0.035615999251604,15.084521293640137,7271.78125,169.13587951660156,0.1955060064792633
2020-04-07,0.0351370014250278,14.681547164916992,7176.41455078125,165.10194396972656,0.1920929998159408
2020-04-08,0.0363139994442462,15.056076049804688,7334.0986328125,172.64173889160156,0.2008689939975738
2020-04-09,0.0361980013549327,15.062603950500488,7302.08935546875,170.80714416503906,0.1982569992542266
2020-04-10,0.0332150012254715,13.73772430419922,6865.4931640625,158.41244506835938,0.1874639987945556
2020-04-11,0.0333539992570877,13.804287910461426,6859.0830078125,158.2160186767578,0.1880629956722259
2020-04-12,0.0338059999048709,14.375110626220703,6971.091796875,161.14242553710938,0.1901350021362304
2020-04-13,0.0331070013344287,15.03442668914795,6845.03759765625,156.27955627441406,0.187731996178627
2020-04-14,0.0329740010201931,15.525075912475586,6842.427734375,157.5963897705078,0.1853349953889846
2020-04-15,0.0318630002439022,14.593927383422852,6642.10986328125,153.28689575195312,0.1812700033187866
2020-04-16,0.0344079993665218,15.702730178833008,7116.80419921875,172.15737915039062,0.190103992819786
2020-04-17,0.0345729999244213,15.735082626342772,7096.1845703125,171.63858032226562,0.190201997756958
2020-04-18,0.0365529991686344,16.593172073364258,7257.6650390625,186.91400146484372,0.194924995303154
2020-04-19,0.0358159989118576,16.13993263244629,7189.4248046875,181.61495971679688,0.1908590048551559
2020-04-20,0.0341770015656948,15.085403442382812,6881.95849609375,172.2971649169922,0.1834899932146072
2020-04-21,0.0346999987959861,15.205772399902344,6880.3232421875,172.73770141601562,0.1843280047178268
2020-04-22,0.0365590006113052,15.693160057067873,7117.20751953125,182.59957885742188,0.1879699975252151
2020-04-23,0.0406050011515617,16.006208419799805,7429.724609375,185.02867126464844,0.1917109936475753
2020-04-24,0.0418680012226104,16.01641845703125,7550.90087890625,189.2369384765625,0.1936649978160858
2020-04-25,0.042408000677824,16.305418014526367,7569.93603515625,195.5153045654297,0.1950539946556091
2020-04-26,0.0458789989352226,16.38376808166504,7679.8671875,197.31753540039065,0.1968050003051757
2020-04-27,0.0466010011732578,16.463214874267578,7795.60107421875,197.22471618652344,0.1979780048131942
2020-04-28,0.0471949987113475,16.444286346435547,7807.05859375,198.41539001464844,0.2154839932918548
2020-04-29,0.0516950003802776,17.4937744140625,8801.0380859375,216.96823120117188,0.2274319976568222
2020-04-30,0.0478460006415843,17.03397560119629,8658.5537109375,207.60205078125,0.2127609997987747
2020-05-01,0.0512599982321262,17.564992904663086,8864.7666015625,214.21910095214844,0.2192479968070984
2020-05-02,0.0510139986872673,17.584903717041016,8988.5966796875,215.32537841796875,0.2239139974117279
2020-05-03,0.0489289984107017,17.126298904418945,8897.46875,210.9331512451172,0.2194139957427978
2020-05-04,0.0496639981865882,17.10075569152832,8912.654296875,208.17401123046875,0.2189629971981048
2020-05-05,0.0493579991161823,16.919775009155273,9003.0703125,206.7743988037109,0.2164629995822906
2020-05-06,0.0497669987380504,16.657045364379883,9268.76171875,204.0557861328125,0.2152100056409835
2020-05-07,0.0511059984564781,17.013198852539062,9951.5185546875,212.28941345214844,0.2189169973134994
2020-05-08,0.0523030012845993,17.24147605895996,9842.666015625,212.9915771484375,0.2198269963264465
2020-05-09,0.0517360009253025,16.93596076965332,9593.896484375,211.60012817382807,0.2169020026922226
2020-05-10,0.0476769991219043,15.295668601989746,8756.4306640625,188.5995635986328,0.1981759965419769
2020-05-11,0.0481080003082752,15.09754467010498,8601.7958984375,185.912841796875,0.1940640062093734
2020-05-12,0.0504209995269775,15.741053581237791,8804.4775390625,189.3125,0.1976370066404342
2020-05-13,0.0514720007777214,16.138877868652344,9269.9873046875,199.1932830810547,0.2014800012111663
2020-05-14,0.0508899986743927,16.357799530029297,9733.7216796875,202.9490966796875,0.2031289935111999
2020-05-15,0.0504629984498024,15.75437355041504,9328.197265625,195.62266540527344,0.1989109963178634
2020-05-16,0.0509320013225078,16.051780700683594,9377.013671875,200.6771240234375,0.2000319957733154
2020-05-17,0.0513430014252662,16.314645767211914,9670.7392578125,207.15869140625,0.2012549936771392
2020-05-18,0.0542519986629486,16.63626480102539,9726.5751953125,214.52505493164065,0.2051759958267212
2020-05-19,0.0564489997923374,17.1546630859375,9729.0380859375,213.45111083984372,0.2040279954671859
2020-05-20,0.0568750016391277,16.888025283813477,9522.9814453125,210.09674072265625,0.2017070055007934
2020-05-21,0.0522460006177425,16.12238121032715,9081.76171875,199.88360595703125,0.1955090016126632
2020-05-22,0.0558330006897449,16.63959312438965,9182.5771484375,207.169189453125,0.2003429979085922
2020-05-23,0.0553219988942146,16.588193893432617,9209.287109375,208.69439697265625,0.1988559961318969
2020-05-24,0.052641000598669,16.083438873291016,8790.3681640625,202.37034606933597,0.1954309940338134
2020-05-25,0.0540109984576702,16.400907516479492,8906.9345703125,205.3197479248047,0.1973270028829574
2020-05-26,0.0534299984574317,16.212547302246094,8835.052734375,201.90231323242188,0.1939750015735626
2020-05-27,0.0551830008625984,16.493284225463867,9181.017578125,208.86343383789065,0.1978570073843002
2020-05-28,0.0645589977502822,17.05933952331543,9525.7509765625,219.8404235839844,0.2005950063467025
2020-05-29,0.0646599978208541,17.041629791259766,9439.1240234375,220.6751251220703,0.1983480006456375
2020-05-30,0.0769580006599426,17.743417739868164,9700.4140625,242.34559631347656,0.2062200009822845
2020-05-31,0.0743520036339759,17.04047203063965,9461.05859375,230.9757080078125,0.202905997633934
2020-06-01,0.0811680033802986,17.914941787719727,10167.2685546875,246.99176025390625,0.2102490067481994
2020-06-02,0.0784559994935989,17.239303588867188,9529.8037109375,237.21905517578125,0.2027640044689178
2020-06-03,0.085438996553421,17.5454044342041,9656.7177734375,244.1793212890625,0.2036630064249038
2020-06-04,0.0890000015497207,17.565874099731445,9800.63671875,244.4263916015625,0.2049819976091385
2020-06-05,0.0854419991374015,17.688785552978516,9665.533203125,241.22198486328125,0.2040919959545135
2020-06-06,0.0860259979963302,17.535934448242188,9653.6796875,241.9313201904297,0.2031420022249221
2020-06-07,0.0866539999842643,17.44703483581543,9758.8525390625,245.1672515869141,0.2034489959478378
2020-06-08,0.0864299982786178,17.393030166625977,9771.4892578125,246.30990600585935,0.2037709951400756
2020-06-09,0.0834069997072219,17.43537712097168,9795.7001953125,244.9114532470703,0.2020130008459091
2020-06-10,0.0835309997200965,17.41046714782715,9870.0947265625,247.4449462890625,0.2029380053281784
2020-06-11,0.0753600001335144,16.30892562866211,9321.78125,231.70266723632807,0.1901800036430359
2020-06-12,0.0795539990067482,16.669139862060547,9480.84375,237.4932098388672,0.1939429938793182
2020-06-13,0.0790280029177665,16.823734283447266,9475.27734375,238.90884399414065,0.1931059956550598
2020-06-14,0.0767479985952377,16.65624237060547,9386.7880859375,234.1147003173828,0.1916169971227646
2020-06-15,0.0783869996666908,16.384801864624023,9450.7021484375,229.9289093017578,0.1930740028619766
2020-06-16,0.0790729969739914,16.42195701599121,9538.0244140625,234.41616821289065,0.1913069933652877
2020-06-17,0.0834449976682663,16.402542114257812,9480.2548828125,233.0282745361328,0.1934430003166198
2020-06-18,0.082174003124237,16.208589553833008,9411.8408203125,232.1011657714844,0.1909569948911667
2020-06-19,0.0796030014753341,15.907086372375488,9288.0185546875,227.13829040527344,0.1867900043725967
2020-06-20,0.0793389976024627,16.04755973815918,9332.3408203125,229.27426147460935,0.1885000020265579
2020-06-21,0.0784749984741211,16.0012264251709,9303.6298828125,228.9898223876953,0.1856099963188171
2020-06-22,0.0836099982261657,16.47528839111328,9648.7177734375,242.5331878662109,0.1892720013856887
2020-06-23,0.0829500034451484,16.42256736755371,9629.658203125,244.14215087890625,0.1886799931526184
2020-06-24,0.0825830027461052,16.026758193969727,9313.6103515625,235.7724609375,0.1842720061540603
2020-06-25,0.0816909968852996,15.922709465026855,9264.8134765625,232.94448852539065,0.183569997549057
2020-06-26,0.0805609971284866,15.749223709106444,9162.91796875,229.6680450439453,0.1826709955930709
2020-06-27,0.0776790007948875,15.185254096984863,9045.390625,222.9597930908203,0.1768510043621063
2020-06-28,0.0803920030593872,15.420088768005373,9143.58203125,225.34716796875,0.1776919960975647
2020-06-29,0.0838700011372566,15.505231857299805,9190.8544921875,228.1948699951172,0.177958995103836
2020-06-30,0.0831160023808479,15.413581848144531,9137.9931640625,226.31500244140625,0.1758700013160705
2020-07-01,0.0959540009498596,15.829460144042969,9228.3251953125,231.1134185791016,0.1769759953022003
2020-07-02,0.0943259969353675,15.538490295410156,9123.41015625,229.39219665527344,0.1772439926862716
2020-07-03,0.0965379998087883,15.291961669921877,9087.3037109375,225.38706970214844,0.1763360053300857
2020-07-04,0.0999519973993301,15.55298137664795,9132.48828125,229.07411193847656,0.1779839992523193
2020-07-05,0.0982109978795051,15.480225563049316,9073.9423828125,227.6645965576172,0.1770170032978058
2020-07-06,0.105221003293991,16.296770095825195,9375.474609375,241.51022338867188,0.1885669976472854
2020-07-07,0.1175540015101432,16.770225524902344,9252.27734375,239.07553100585935,0.1847870051860809
2020-07-08,0.1299079954624176,17.227657318115234,9428.3330078125,246.6700134277344,0.204692006111145
2020-07-09,0.1242929995059967,16.884868621826172,9277.9677734375,243.01596069335935,0.2029100060462951
2020-07-10,0.118316002190113,17.26125144958496,9278.8076171875,240.9849853515625,0.1986519992351532
2020-07-11,0.1252139955759048,17.62217903137207,9240.3466796875,239.4581756591797,0.2011969983577728
2020-07-12,0.1267829984426498,18.23654556274414,9276.5,242.13169860839844,0.2005379945039749
2020-07-13,0.1241559982299804,18.409563064575195,9243.6142578125,239.6045837402344,0.1985750049352646
2020-07-14,0.1319629997014999,18.082908630371094,9243.2138671875,240.21148681640625,0.1988089978694915
2020-07-15,0.1303689926862716,17.591215133666992,9192.8369140625,238.42352294921875,0.1971109956502914
2020-07-16,0.1259219944477081,17.143842697143555,9132.2275390625,233.6408843994141,0.1940480023622512
2020-07-17,0.1224860027432441,17.08497428894043,9151.392578125,232.7730865478516,0.1942809969186782
2020-07-18,0.122477002441883,17.126710891723633,9159.0400390625,235.4838104248047,0.1993409991264343
2020-07-19,0.1237120032310485,17.955778121948242,9185.8173828125,238.48751831054688,0.1991350054740905
2020-07-20,0.1179239973425865,17.484708786010742,9164.2314453125,236.15316772460935,0.1950650066137313
2020-07-21,0.1229650005698204,17.715408325195312,9374.8876953125,245.0167236328125,0.1989880055189132
2020-07-22,0.1239219978451728,18.091907501220703,9525.36328125,262.1906433105469,0.203342005610466
2020-07-23,0.1237730011343956,18.673295974731445,9581.072265625,274.6890563964844,0.2075780034065246
2020-07-24,0.1218879967927932,19.15290069580078,9536.892578125,279.2154235839844,0.2040490061044693
2020-07-25,0.1435779929161071,19.77642250061035,9677.11328125,304.0567626953125,0.2141019999980926
2020-07-26,0.1481080055236816,19.52102470397949,9905.1669921875,309.64361572265625,0.2149820029735565
2020-07-27,0.1387709975242614,19.62032890319824,10990.873046875,321.5140991210937,0.2236720025539398
2020-07-28,0.1485980004072189,20.173547744750977,10912.8232421875,316.6572570800781,0.2302770018577575
2020-07-29,0.1398790031671524,19.89558982849121,11100.4677734375,318.1908874511719,0.2430990040302276
2020-07-30,0.1405880004167556,20.01273536682129,11111.2138671875,334.5866394042969,0.2445220053195953
2020-07-31,0.1387979984283447,20.66814613342285,11323.466796875,345.5546569824219,0.2589040100574493
2020-08-01,0.1435730010271072,21.530431747436523,11759.5927734375,385.19970703125,0.2895289957523346
2020-08-02,0.1335050016641616,20.944887161254883,11053.6142578125,370.6717224121094,0.2870619893074035
2020-08-03,0.1373350024223327,22.055011749267575,11246.3486328125,386.295166015625,0.3099400103092193
2020-08-04,0.1430180072784423,22.28258514404297,11205.892578125,389.87548828125,0.3004930019378662
2020-08-05,0.1426949948072433,23.336217880249023,11747.0224609375,401.590576171875,0.3033109903335571
2020-08-06,0.1440480053424835,22.707660675048828,11779.7734375,394.9619445800781,0.3035840094089508
